v10,u_curr,v_curr,elevation,target
-1.9559631,-0.30078125,-0.024414062,-60.0,0
-1.45401,-0.24414062,-0.09472656,51.0,0
-0.11904907,-0.24414062,-0.09472656,176.0,0
0.05380249,-0.24414062,-0.09472656,166.0,0
0.10165405,-0.24414062,-0.09472656,237.0,0
-1.0594788,-0.24414062,-0.09472656,153.0,0
-0.5799866,-0.24414062,-0.09472656,233.0,0
-0.13955688,-0.24414062,-0.09472656,360.0,0
-0.25283813,-0.24414062,-0.09472656,340.0,0
0.11923218,-0.24414062,-0.09472656,530.0,0
-3.4645386,-0.4296875,0.095703125,-120.0,0
-2.539734,-0.49609375,-0.017578125,-110.0,0
-1.2096558,-0.30566406,-0.09667969,-91.0,0
-0.291687,-0.24414062,-0.09472656,116.0,0
0.33428955,-0.24414062,-0.09472656,193.0,0
-1.7994995,-0.27929688,-0.0078125,-60.0,0
-1.3268433,-0.24414062,-0.09472656,51.0,0
-0.043640137,-0.24414062,-0.09472656,176.0,0
0.16046143,-0.24414062,-0.09472656,166.0,0
0.28253174,-0.24414062,-0.09472656,237.0,0
-1.0612183,-0.24414062,-0.09472656,153.0,0
-0.6168823,-0.24414062,-0.09472656,233.0,0
-0.16766357,-0.24414062,-0.09472656,360.0,0
-0.14227295,-0.24414062,-0.09472656,340.0,0
0.2962036,-0.24414062,-0.09472656,530.0,0
-3.031189,-0.39160156,0.09863281,-120.0,0
-2.0516968,-0.453125,-0.01171875,-110.0,0
-0.8456421,-0.28027344,-0.09375,-91.0,0
0.06549072,-0.24414062,-0.09472656,116.0,0
0.63775635,-0.24414062,-0.09472656,193.0,0
-1.4237671,-0.25390625,0.00390625,-60.0,0
-1.0048218,-0.24414062,-0.09472656,51.0,0
0.14654541,-0.24414062,-0.09472656,176.0,0
0.52056885,-0.24414062,-0.09472656,166.0,0
0.5371704,-0.24414062,-0.09472656,237.0,0
-0.90130615,-0.24414062,-0.09472656,153.0,0
-0.51556396,-0.24414062,-0.09472656,233.0,0
-0.08782959,-0.24414062,-0.09472656,360.0,0
0.24127197,-0.24414062,-0.09472656,340.0,0
0.5274048,-0.24414062,-0.09472656,530.0,0
-2.689209,-0.35351562,0.09277344,-120.0,0
-1.7253418,-0.4111328,-0.016601562,-110.0,0
-0.6032715,-0.25976562,-0.095703125,-91.0,0
0.31079102,-0.24414062,-0.09472656,116.0,0
0.748291,-0.24414062,-0.09472656,193.0,0
-1.204834,-0.22949219,0.0078125,-60.0,0
-0.79956055,-0.24414062,-0.09472656,51.0,0
0.29223633,-0.24414062,-0.09472656,176.0,0
0.748291,-0.24414062,-0.09472656,166.0,0
0.7072754,-0.24414062,-0.09472656,237.0,0
-0.8640137,-0.24414062,-0.09472656,153.0,0
-0.4958496,-0.24414062,-0.09472656,233.0,0
0.053955078,-0.24414062,-0.09472656,360.0,0
0.6125488,-0.24414062,-0.09472656,340.0,0
0.78637695,-0.24414062,-0.09472656,530.0,0
-2.465042,-0.31835938,0.080078125,-120.0,0
-1.6359406,-0.37109375,-0.030273438,-110.0,0
-0.5460968,-0.24316406,-0.10253906,-91.0,0
0.31718445,-0.24414062,-0.09472656,116.0,0
0.7537079,-0.24414062,-0.09472656,193.0,0
-1.175003,-0.20507812,0.0078125,-60.0,0
-0.6964874,-0.24414062,-0.09472656,51.0,0
0.4021454,-0.24414062,-0.09472656,176.0,0
0.849411,-0.24414062,-0.09472656,166.0,0
0.7917938,-0.24414062,-0.09472656,237.0,0
-0.86543274,-0.24414062,-0.09472656,153.0,0
-0.4181671,-0.24414062,-0.09472656,233.0,0
0.22929382,-0.24414062,-0.09472656,360.0,0
0.7771454,-0.24414062,-0.09472656,340.0,0
0.91874695,-0.24414062,-0.09472656,530.0,0
-2.3450012,-0.2861328,0.061523438,-120.0,0
-1.6877747,-0.33691406,-0.049804688,-110.0,0
-0.6301575,-0.23046875,-0.11035156,-91.0,0
0.09738159,-0.24414062,-0.09472656,116.0,0
0.6989441,-0.24414062,-0.09472656,193.0,0
-1.2366028,-0.18164062,0.00390625,-60.0,0
-0.6731262,-0.24414062,-0.09472656,51.0,0
0.4303894,-0.24414062,-0.09472656,176.0,0
0.7712097,-0.24414062,-0.09472656,166.0,0
0.61105347,-0.24414062,-0.09472656,237.0,0
-0.85672,-0.24414062,-0.09472656,153.0,0
-0.3196106,-0.24414062,-0.09472656,233.0,0
0.3053894,-0.24414062,-0.09472656,360.0,0
0.67648315,-0.24414062,-0.09472656,340.0,0
0.66574097,-0.24414062,-0.09472656,530.0,0
-2.275055,-0.25976562,0.036132812,-120.0,0
-1.7672424,-0.31152344,-0.076171875,-110.0,0
-0.93814087,-0.22363281,-0.119140625,-91.0,0
-0.1637268,-0.24414062,-0.09472656,116.0,0
0.44857788,-0.24414062,-0.09472656,193.0,0
-1.5279846,-0.16210938,-0.001953125,-60.0,0
-1.0172424,-0.24414062,-0.09472656,51.0,0
-0.1715393,-0.24414062,-0.09472656,176.0,0
0.20736694,-0.24414062,-0.09472656,166.0,0
0.38412476,-0.24414062,-0.09472656,237.0,0
-1.2897034,-0.24414062,-0.09472656,153.0,0
-0.79849243,-0.24414062,-0.09472656,233.0,0
-0.1510315,-0.24414062,-0.09472656,360.0,0
0.106781006,-0.24414062,-0.09472656,340.0,0
0.5647888,-0.24414062,-0.09472656,530.0,0
-2.5675812,-0.24414062,0.0029296875,-120.0,0
-2.268753,-0.29785156,-0.103515625,-110.0,0
-1.7101593,-0.22167969,-0.12695312,-91.0,0
-1.0646515,-0.24414062,-0.09472656,116.0,0
-0.6007843,-0.24414062,-0.09472656,193.0,0
-2.2882843,-0.14648438,-0.013671875,-60.0,0
-1.7960968,-0.24414062,-0.09472656,51.0,0
-1.2121124,-0.24414062,-0.09472656,176.0,0
-0.8771515,-0.24414062,-0.09472656,166.0,0
-0.6603546,-0.24414062,-0.09472656,237.0,0
-2.0490265,-0.24414062,-0.09472656,153.0,0
-1.5607452,-0.24414062,-0.09472656,233.0,0
-1.0871124,-0.24414062,-0.09472656,360.0,0
-0.7853546,-0.24414062,-0.09472656,340.0,0
-0.46699524,-0.24414062,-0.09472656,530.0,0
-3.1509857,-0.23730469,-0.036132812,-120.0,0
-2.9966888,-0.29296875,-0.13476562,-110.0,0
-2.3746185,-0.22167969,-0.13769531,-91.0,0
-1.7711029,-0.24414062,-0.09472656,116.0,0
-1.2378998,-0.24414062,-0.09472656,193.0,0
-3.063095,-0.13671875,-0.032226562,-60.0,0
-2.6216888,-0.24414062,-0.09472656,51.0,0
-1.929306,-0.24414062,-0.09472656,176.0,0
-1.5728607,-0.24414062,-0.09472656,166.0,0
-1.3755951,-0.24414062,-0.09472656,237.0,0
-2.6509857,-0.24414062,-0.09472656,153.0,0
-2.2056732,-0.24414062,-0.09472656,233.0,0
-1.7398529,-0.24414062,-0.09472656,360.0,0
-1.476181,-0.24414062,-0.09472656,340.0,0
-1.2320404,-0.24414062,-0.09472656,530.0,0
-3.7632446,-0.23828125,-0.08203125,-120.0,0
-3.7261353,-0.296875,-0.17285156,-110.0,0
-3.0220337,-0.22460938,-0.16015625,-91.0,0
-2.434143,-0.24414062,-0.09472656,116.0,0
-1.791565,-0.24414062,-0.09472656,193.0,0
-3.7124634,-0.12792969,-0.060546875,-60.0,0
-3.2857056,-0.24414062,-0.09472656,51.0,0
-2.4800415,-0.24414062,-0.09472656,176.0,0
-2.184143,-0.24414062,-0.09472656,166.0,0
-2.1167603,-0.24414062,-0.09472656,237.0,0
-3.166565,-0.24414062,-0.09472656,153.0,0
-2.731018,-0.24414062,-0.09472656,233.0,0
-2.3198853,-0.24414062,-0.09472656,360.0,0
-2.1782837,-0.24414062,-0.09472656,340.0,0
-2.1323853,-0.24414062,-0.09472656,530.0,0
-4.7927246,-0.24707031,-0.13085938,-120.0,0
-4.847412,-0.31347656,-0.21777344,-110.0,0
-3.8806152,-0.23632812,-0.18847656,-91.0,0
-3.1745605,-0.24414062,-0.09472656,116.0,0
-2.3649902,-0.24414062,-0.09472656,193.0,0
-4.8552246,-0.125,-0.09472656,-60.0,0
-4.3171387,-0.24414062,-0.09472656,51.0,0
-3.2028809,-0.24414062,-0.09472656,176.0,0
-2.8093262,-0.24414062,-0.09472656,166.0,0
-2.769287,-0.24414062,-0.09472656,237.0,0
-4.0202637,-0.24414062,-0.09472656,153.0,0
-3.4655762,-0.24414062,-0.09472656,233.0,0
-2.9763184,-0.24414062,-0.09472656,360.0,0
-2.8327637,-0.24414062,-0.09472656,340.0,0
-2.852295,-0.24414062,-0.09472656,530.0,0
-5.5695343,-0.26367188,-0.17675781,-120.0,0
-5.614456,-0.34179688,-0.25976562,-110.0,0
-4.5138702,-0.25976562,-0.21679688,-91.0,0
-3.7873077,-0.24414062,-0.09472656,116.0,0
-2.878128,-0.24414062,-0.09472656,193.0,0
-5.621292,-0.1328125,-0.13183594,-60.0,0
-5.0158234,-0.24414062,-0.09472656,51.0,0
-3.744339,-0.24414062,-0.09472656,176.0,0
-3.3048859,-0.24414062,-0.09472656,166.0,0
-3.293167,-0.24414062,-0.09472656,237.0,0
-4.6544952,-0.24414062,-0.09472656,153.0,0
-4.030472,-0.24414062,-0.09472656,233.0,0
-3.5050812,-0.24414062,-0.09472656,360.0,0
-3.3546906,-0.24414062,-0.09472656,340.0,0
-3.4279327,-0.24414062,-0.09472656,530.0,0
-6.0457764,-0.29101562,-0.21386719,-120.0,0
-6.0448,-0.38378906,-0.29003906,-110.0,0
-4.894409,-0.2919922,-0.23925781,-91.0,0
-4.194214,-0.24414062,-0.09472656,116.0,0
-3.249878,-0.24414062,-0.09472656,193.0,0
-6.037964,-0.15234375,-0.1640625,-60.0,0
-5.394409,-0.24414062,-0.09472656,51.0,0
-4.0721436,-0.24414062,-0.09472656,176.0,0
-3.640503,-0.24414062,-0.09472656,166.0,0
-3.6385498,-0.24414062,-0.09472656,237.0,0
-5.0321045,-0.24414062,-0.09472656,153.0,0
-4.3709717,-0.24414062,-0.09472656,233.0,0
-3.852417,-0.24414062,-0.09472656,360.0,0
-3.6971436,-0.24414062,-0.09472656,340.0,0
-3.7850342,-0.24414062,-0.09472656,530.0,0
-6.2920227,-0.3251953,-0.23925781,-120.0,0
-6.228546,-0.43359375,-0.30371094,-110.0,0
-5.0762024,-0.33007812,-0.2529297,-91.0,0
-4.3906555,-0.24414062,-0.09472656,116.0,0
-3.4824524,-0.24414062,-0.09472656,193.0,0
-6.2012024,-0.18066406,-0.18554688,-60.0,0
-5.556671,-0.24414062,-0.09472656,51.0,0
-4.2431946,-0.24414062,-0.09472656,176.0,0
-3.827179,-0.24414062,-0.09472656,166.0,0
-3.8467102,-0.24414062,-0.09472656,237.0,0
-5.2324524,-0.24414062,-0.09472656,153.0,0
-4.5742493,-0.24414062,-0.09472656,233.0,0
-4.0732727,-0.24414062,-0.09472656,360.0,0
-3.9375305,-0.24414062,-0.09472656,340.0,0
-4.0312805,-0.24414062,-0.09472656,530.0,0
-6.4627686,-0.36132812,-0.25390625,-120.0,0
-6.3045654,-0.4814453,-0.30273438,-110.0,0
-5.1688232,-0.3642578,-0.2548828,-91.0,0
-4.4871826,-0.24414062,-0.09472656,116.0,0
-3.593628,-0.24414062,-0.09472656,193.0,1
-6.1815186,-0.20996094,-0.1953125,-60.0,0
-5.553589,-0.24414062,-0.09472656,51.0,0
-4.2840576,-0.24414062,-0.09472656,176.0,0
-3.8934326,-0.24414062,-0.09472656,166.0,0
-3.954956,-0.24414062,-0.09472656,237.0,0
-5.2684326,-0.24414062,-0.09472656,153.0,0
-4.6307373,-0.24414062,-0.09472656,233.0,0
-4.1688232,-0.24414062,-0.09472656,360.0,0
-4.053589,-0.24414062,-0.09472656,340.0,0
-4.178589,-0.24414062,-0.09472656,530.0,0
-6.5909576,-0.3955078,-0.25878906,-120.0,0
-6.3458405,-0.52246094,-0.29003906,-110.0,0
-5.176895,-0.38867188,-0.24414062,-91.0,0
-4.4395905,-0.24414062,-0.09472656,116.0,0
-3.5870514,-0.24414062,-0.09472656,193.0,0
-6.1739655,-0.23535156,-0.19628906,-60.0,0
-5.5313873,-0.24414062,-0.09472656,51.0,0
-4.249161,-0.24414062,-0.09472656,176.0,0
-3.876114,-0.24414062,-0.09472656,166.0,0
-3.9376373,-0.24414062,-0.09472656,237.0,0
-5.315567,-0.24414062,-0.09472656,153.0,0
-4.6632233,-0.24414062,-0.09472656,233.0,0
-4.206192,-0.24414062,-0.09472656,360.0,0
-4.0958405,-0.24414062,-0.09472656,340.0,0
-4.1915436,-0.24414062,-0.09472656,530.0,0
-6.537216,-0.43066406,-0.25585938,-120.0,0
-6.2286224,-0.5576172,-0.26757812,-110.0,0
-5.0381927,-0.4033203,-0.22460938,-91.0,0
-4.258896,-0.24414062,-0.09472656,116.0,0
-3.43956,-0.24414062,-0.09472656,193.0,0
-6.037216,-0.2548828,-0.18847656,-60.0,0
-5.392685,-0.24414062,-0.09472656,51.0,0
-4.118271,-0.24414062,-0.09472656,176.0,0
-3.7462006,-0.24414062,-0.09472656,166.0,0
-3.8213959,-0.24414062,-0.09472656,237.0,0
-5.184677,-0.24414062,-0.09472656,153.0,0
-4.5303802,-0.24414062,-0.09472656,233.0,0
-4.109482,-0.24414062,-0.09472656,360.0,0
-3.9776459,-0.24414062,-0.09472656,340.0,0
-4.0743256,-0.24414062,-0.09472656,530.0,0
-6.098831,-0.46679688,-0.24316406,-120.0,0
-5.688675,-0.58691406,-0.23535156,-110.0,0
-4.514847,-0.41015625,-0.19726562,-91.0,0
-3.6828156,-0.24414062,-0.09472656,116.0,0
-2.9123077,-0.24414062,-0.09472656,193.0,0
-5.3908234,-0.27246094,-0.17089844,-60.0,0
-4.777542,-0.24414062,-0.09472656,51.0,0
-3.550003,-0.24414062,-0.09472656,176.0,0
-3.2316437,-0.24414062,-0.09472656,166.0,0
-3.4035187,-0.24414062,-0.09472656,237.0,0
-4.551956,-0.24414062,-0.09472656,153.0,0
-3.931839,-0.24414062,-0.09472656,233.0,0
-3.5578156,-0.24414062,-0.09472656,360.0,0
-3.4982452,-0.24414062,-0.09472656,340.0,0
-3.657425,-0.24414062,-0.09472656,530.0,0
-5.2322693,-0.5058594,-0.21777344,-120.0,0
-4.6424255,-0.6123047,-0.19042969,-110.0,0
-3.353363,-0.41015625,-0.16210938,-91.0,0
-2.4998474,-0.24414062,-0.09472656,116.0,0
-1.8982849,-0.24414062,-0.09472656,193.0,0
-4.25766,-0.28808594,-0.14453125,-60.0,0
-3.7088318,-0.24414062,-0.09472656,51.0,0
-2.4334412,-0.24414062,-0.09472656,176.0,0
-2.0916443,-0.24414062,-0.09472656,166.0,0
-2.431488,-0.24414062,-0.09472656,237.0,0
-3.4060974,-0.24414062,-0.09472656,153.0,0
-2.8592224,-0.24414062,-0.09472656,233.0,0
-2.6287537,-0.24414062,-0.09472656,360.0,0
-2.5779724,-0.24414062,-0.09472656,340.0,0
-2.867035,-0.24414062,-0.09472656,530.0,0
-4.2480164,-0.5419922,-0.17578125,-120.0,0
-3.5888367,-0.625,-0.13085938,-110.0,0
-2.547821,-0.39648438,-0.119140625,-91.0,0
-1.9823914,-0.24414062,-0.09472656,116.0,0
-1.445282,-0.24414062,-0.09472656,193.0,0
-3.2255554,-0.2939453,-0.109375,-60.0,0
-2.8212585,-0.24414062,-0.09472656,51.0,0
-1.8212585,-0.24414062,-0.09472656,176.0,0
-1.8232117,-0.24414062,-0.09472656,166.0,0
-1.7831726,-0.24414062,-0.09472656,237.0,0
-2.5507507,-0.24414062,-0.09472656,153.0,0
-2.1542664,-0.24414062,-0.09472656,233.0,0
-1.9784851,-0.24414062,-0.09472656,360.0,0
-1.7987976,-0.24414062,-0.09472656,340.0,0
-1.8788757,-0.24414062,-0.09472656,530.0,0
-3.583603,-0.5644531,-0.12011719,-120.0,0
-3.0269623,-0.6142578,-0.06542969,-110.0,0
-2.1470795,-0.3671875,-0.07910156,-91.0,0
-1.7222748,-0.24414062,-0.09472656,116.0,0
-1.3541107,-0.24414062,-0.09472656,193.0,0
-2.6998138,-0.28710938,-0.07324219,-60.0,0
-2.3482513,-0.24414062,-0.09472656,51.0,0
-1.4791107,-0.24414062,-0.09472656,176.0,0
-1.8336029,-0.24414062,-0.09472656,166.0,0
-1.7818451,-0.24414062,-0.09472656,237.0,0
-2.0953217,-0.24414062,-0.09472656,153.0,0
-1.7515717,-0.24414062,-0.09472656,233.0,0
-1.5171967,-0.24414062,-0.09472656,360.0,0
-1.6666107,-0.24414062,-0.09472656,340.0,0
-1.6470795,-0.24414062,-0.09472656,530.0,0
-3.4401245,-0.5673828,-0.060546875,-120.0,0
-2.8092651,-0.5800781,-0.0068359375,-110.0,0
-2.204773,-0.32910156,-0.047851562,-91.0,0
-1.6315308,-0.24414062,-0.09472656,116.0,0
-0.9147339,-0.24414062,-0.09472656,193.0,0
-2.492859,-0.2685547,-0.040039062,-60.0,0
-2.175476,-0.24414062,-0.09472656,51.0,0
-1.6520386,-0.24414062,-0.09472656,176.0,0
-1.642273,-0.24414062,-0.09472656,166.0,0
-1.6002808,-0.24414062,-0.09472656,237.0,0
-1.8864136,-0.24414062,-0.09472656,153.0,0
-1.5787964,-0.24414062,-0.09472656,233.0,0
-1.401062,-0.24414062,-0.09472656,360.0,0
-1.8727417,-0.24414062,-0.09472656,340.0,0
-1.8102417,-0.24414062,-0.09472656,530.0,0
-3.4836426,-0.5488281,-0.013671875,-120.0,0
-2.7756348,-0.5263672,0.028320312,-110.0,0
-1.8312988,-0.28710938,-0.03125,-91.0,0
-0.63793945,-0.24414062,-0.09472656,116.0,0
0.10522461,-0.24414062,-0.09472656,193.0,0
-2.2697754,-0.23828125,-0.020507812,-60.0,0
-1.8752441,-0.24414062,-0.09472656,51.0,0
-0.95825195,-0.24414062,-0.09472656,176.0,0
-0.5275879,-0.24414062,-0.09472656,166.0,0
-0.5744629,-0.24414062,-0.09472656,237.0,0
-1.6799316,-0.24414062,-0.09472656,153.0,0
-1.3205566,-0.24414062,-0.09472656,233.0,0
-0.8625488,-0.24414062,-0.09472656,360.0,0
-1.3049316,-0.24414062,-0.09472656,340.0,0
-1.1369629,-0.24414062,-0.09472656,530.0,0
-3.9109497,-0.5126953,0.020507812,-120.0,0
-3.1218872,-0.45898438,0.0390625,-110.0,0
-1.9334106,-0.24511719,-0.032226562,-91.0,0
-0.5466919,-0.24414062,-0.09472656,116.0,0
0.3078003,-0.24414062,-0.09472656,193.0,0
-2.4070435,-0.20117188,-0.016601562,-60.0,0
-1.9441528,-0.24414062,-0.09472656,51.0,0
-0.767395,-0.24414062,-0.09472656,176.0,0
-0.18829346,-0.24414062,-0.09472656,166.0,0
-0.33087158,-0.24414062,-0.09472656,237.0,0
-1.7166138,-0.24414062,-0.09472656,153.0,0
-1.298645,-0.24414062,-0.09472656,233.0,0
-0.6589966,-0.24414062,-0.09472656,360.0,0
-0.9734497,-0.24414062,-0.09472656,340.0,0
-0.7546997,-0.24414062,-0.09472656,530.0,0
-4.0329742,-0.46875,0.0390625,-120.0,0
-3.218521,-0.3984375,0.03125,-110.0,0
-2.1521149,-0.21484375,-0.036132812,-91.0,0
-1.1609039,-0.24414062,-0.09472656,116.0,0
-0.2243805,-0.24414062,-0.09472656,193.0,1
-2.3269196,-0.17285156,-0.01953125,-60.0,0
-1.9685211,-0.24414062,-0.09472656,51.0,0
-0.935318,-0.24414062,-0.09472656,176.0,0
-0.8669586,-0.24414062,-0.09472656,166.0,0
-0.9275055,-0.24414062,-0.09472656,237.0,0
-1.7741852,-0.24414062,-0.09472656,153.0,0
-1.4704742,-0.24414062,-0.09472656,233.0,0
-0.91578674,-0.24414062,-0.09472656,360.0,0
-1.4001617,-0.24414062,-0.09472656,340.0,0
-1.1452789,-0.24414062,-0.09472656,530.0,0
-3.8750916,-0.42285156,0.043945312,-120.0,0
-3.1436462,-0.35253906,0.016601562,-110.0,0
-2.3223572,-0.1953125,-0.0390625,-91.0,0
-1.6524353,-0.24414062,-0.09472656,116.0,0
-0.6963806,-0.24414062,-0.09472656,193.0,1
-2.155365,-0.15136719,-0.024414062,-60.0,0
-1.9551697,-0.24414062,-0.09472656,51.0,0
-1.1817322,-0.24414062,-0.09472656,176.0,0
-1.4034119,-0.24414062,-0.09472656,166.0,0
-1.4727478,-0.24414062,-0.09472656,237.0,0
-1.6788025,-0.24414062,-0.09472656,153.0,0
-1.5381775,-0.24414062,-0.09472656,233.0,0
-1.2217712,-0.24414062,-0.09472656,360.0,0
-1.7930603,-0.24414062,-0.09472656,340.0,0
-1.7666931,-0.24414062,-0.09472656,530.0,0
-3.2799377,-0.3798828,0.038085938,-120.0,0
-2.6783752,-0.31835938,0.0,-110.0,0
-1.8815002,-0.18066406,-0.040039062,-91.0,0
-1.2584534,-0.24414062,-0.09472656,116.0,0
-0.14126587,-0.24414062,-0.09472656,193.0,0
-1.7291565,-0.13574219,-0.026367188,-60.0,0
-1.502594,-0.24414062,-0.09472656,51.0,0
-0.7467346,-0.24414062,-0.09472656,176.0,0
-1.2115784,-0.24414062,-0.09472656,166.0,0
-1.1764221,-0.24414062,-0.09472656,237.0,0
-1.3160706,-0.24414062,-0.09472656,153.0,0
-1.1344299,-0.24414062,-0.09472656,233.0,0
-0.9430237,-0.24414062,-0.09472656,360.0,0
-1.9264221,-0.24414062,-0.09472656,340.0,0
-1.6695862,-0.24414062,-0.09472656,530.0,0
-2.6848297,-0.3408203,0.025390625,-120.0,0
-1.9182281,-0.2919922,-0.0126953125,-110.0,0
-0.89186096,-0.16796875,-0.041015625,-91.0,0
0.13841248,-0.24414062,-0.09472656,116.0,0
0.5905609,-0.24414062,-0.09472656,193.0,0
-1.141861,-0.12011719,-0.024414062,-60.0,0
-0.7873688,-0.24414062,-0.09472656,51.0,0
0.19114685,-0.24414062,-0.09472656,176.0,0
-0.17506409,-0.24414062,-0.09472656,166.0,0
-0.15260315,-0.24414062,-0.09472656,237.0,0
-0.85279846,-0.24414062,-0.09472656,153.0,0
-0.5295563,-0.24414062,-0.09472656,233.0,0
-0.44752502,-0.24414062,-0.09472656,360.0,0
-1.3957672,-0.24414062,-0.09472656,340.0,0
-1.1721344,-0.24414062,-0.09472656,530.0,0
-2.1901703,-0.30273438,0.0078125,-120.0,0
-1.0134125,-0.2705078,-0.025390625,-110.0,0
-0.09446716,-0.15722656,-0.047851562,-91.0,0
0.6643219,-0.24414062,-0.09472656,116.0,0
1.1555328,-0.24414062,-0.09472656,193.0,0
-0.5593109,-0.10253906,-0.025390625,-60.0,0
-0.072006226,-0.24414062,-0.09472656,51.0,0
0.69654846,-0.24414062,-0.09472656,176.0,0
0.66041565,-0.24414062,-0.09472656,166.0,0
0.6779938,-0.24414062,-0.09472656,237.0,0
-0.4499359,-0.24414062,-0.09472656,153.0,0
0.0022125244,-0.24414062,-0.09472656,233.0,0
0.14772034,-0.24414062,-0.09472656,360.0,0
-0.079818726,-0.24414062,-0.09472656,340.0,0
0.24537659,-0.24414062,-0.09472656,530.0,0
-2.0696716,-0.26953125,-0.013671875,-120.0,0
-0.7581482,-0.25585938,-0.045898438,-110.0,0
0.22329712,-0.14941406,-0.061523438,-91.0,0
1.0084534,-0.24414062,-0.09472656,116.0,0
1.2662659,-0.24414062,-0.09472656,193.0,0
-0.51693726,-0.08691406,-0.03515625,-60.0,0
0.037750244,-0.24414062,-0.09472656,51.0,0
0.8277893,-0.24414062,-0.09472656,176.0,0
0.9166565,-0.24414062,-0.09472656,166.0,0
0.90689087,-0.24414062,-0.09472656,237.0,0
-0.3987732,-0.24414062,-0.09472656,153.0,0
0.12661743,-0.24414062,-0.09472656,233.0,0
0.31021118,-0.24414062,-0.09472656,360.0,0
0.440094,-0.24414062,-0.09472656,340.0,0
0.6305237,-0.24414062,-0.09472656,530.0,0
-1.5536041,-0.24414062,-0.0390625,-120.0,0
-0.364151,-0.25097656,-0.07128906,-110.0,0
0.29112244,-0.15039062,-0.076171875,-91.0,0
0.68174744,-0.24414062,-0.09472656,116.0,0
0.760849,-0.24414062,-0.09472656,193.0,0
-0.46766663,-0.080078125,-0.049804688,-60.0,0
-0.027236938,-0.24414062,-0.09472656,51.0,0
0.45713806,-0.24414062,-0.09472656,176.0,0
0.33506775,-0.24414062,-0.09472656,166.0,0
0.47764587,-0.24414062,-0.09472656,237.0,0
-0.7059479,-0.24414062,-0.09472656,153.0,0
-0.29579163,-0.24414062,-0.09472656,233.0,0
-0.11122131,-0.24414062,-0.09472656,360.0,0
-0.03895569,-0.24414062,-0.09472656,340.0,0
0.3282318,-0.24414062,-0.09472656,530.0,0
-0.9766693,-0.23046875,-0.06542969,-120.0,0
0.048721313,-0.25976562,-0.091796875,-110.0,0
0.29774475,-0.15820312,-0.09082031,-91.0,0
0.38954163,-0.24414062,-0.09472656,116.0,0
0.21961975,-0.24414062,-0.09472656,193.0,0
-0.62705994,-0.083984375,-0.06640625,-60.0,0
-0.2999115,-0.24414062,-0.09472656,51.0,0
-0.18077087,-0.24414062,-0.09472656,176.0,0
-0.30674744,-0.24414062,-0.09472656,166.0,0
-0.2217865,-0.24414062,-0.09472656,237.0,0
-1.3155365,-0.24414062,-0.09472656,153.0,0
-1.0128021,-0.24414062,-0.09472656,233.0,0
-0.86924744,-0.24414062,-0.09472656,360.0,0
-0.8213959,-0.24414062,-0.09472656,340.0,0
-0.59580994,-0.24414062,-0.09472656,530.0,0
-1.440918,-0.22558594,-0.09375,-120.0,0
-0.7338867,-0.2763672,-0.11035156,-110.0,0
-0.67529297,-0.16992188,-0.109375,-91.0,0
-0.8041992,-0.24414062,-0.09472656,116.0,0
-0.93603516,-0.24414062,-0.09472656,193.0,0
-1.5668945,-0.09277344,-0.08691406,-60.0,0
-1.331543,-0.24414062,-0.09472656,51.0,0
-1.2993164,-0.24414062,-0.09472656,176.0,0
-1.2924805,-0.24414062,-0.09472656,166.0,0
-1.2387695,-0.24414062,-0.09472656,237.0,0
-2.0620117,-0.24414062,-0.09472656,153.0,0
-1.8413086,-0.24414062,-0.09472656,233.0,0
-1.6342773,-0.24414062,-0.09472656,360.0,0
-1.5317383,-0.24414062,-0.09472656,340.0,0
-1.4487305,-0.24414062,-0.09472656,530.0,0
-2.488037,-0.2265625,-0.12988281,-120.0,0
-2.3913574,-0.29589844,-0.13867188,-110.0,0
-2.2038574,-0.18164062,-0.14648438,-91.0,0
-2.0759277,-0.24414062,-0.09472656,116.0,0
-1.8874512,-0.24414062,-0.09472656,193.0,0
-3.0075684,-0.103515625,-0.11621094,-60.0,0
-2.7321777,-0.24414062,-0.09472656,51.0,0
-2.4519043,-0.24414062,-0.09472656,176.0,0
-2.307373,-0.24414062,-0.09472656,166.0,0
-2.2858887,-0.24414062,-0.09472656,237.0,0
-3.1726074,-0.24414062,-0.09472656,153.0,0
-2.8884277,-0.24414062,-0.09472656,233.0,0
-2.5720215,-0.24414062,-0.09472656,360.0,0
-2.4675293,-0.24414062,-0.09472656,340.0,0
-2.4372559,-0.24414062,-0.09472656,530.0,0
-3.6567535,-0.23046875,-0.16796875,-120.0,0
-3.6118317,-0.3203125,-0.16796875,-110.0,0
-3.0766754,-0.20117188,-0.1875,-91.0,0
-2.7788239,-0.24414062,-0.09472656,116.0,0
-2.3872223,-0.24414062,-0.09472656,193.0,0
-3.9985504,-0.119140625,-0.14648438,-60.0,0
-3.6567535,-0.24414062,-0.09472656,51.0,0
-2.9965973,-0.24414062,-0.09472656,176.0,0
-2.8471832,-0.24414062,-0.09472656,166.0,0
-2.9809723,-0.24414062,-0.09472656,237.0,0
-3.7524567,-0.24414062,-0.09472656,153.0,0
-3.3979645,-0.24414062,-0.09472656,233.0,0
-3.1723785,-0.24414062,-0.09472656,360.0,0
-3.2241364,-0.24414062,-0.09472656,340.0,0
-3.37648,-0.24414062,-0.09472656,530.0,0
