v10,u_curr,v_curr,elevation,target
1.8933411,-0.24414062,-0.09472656,166.0,0
1.6618958,-0.24414062,-0.09472656,237.0,0
1.1833801,-0.24414062,-0.09472656,153.0,0
1.4421692,-0.24414062,-0.09472656,233.0,0
1.3367004,-0.24414062,-0.09472656,360.0,0
1.1911926,-0.24414062,-0.09472656,340.0,0
1.0466614,-0.24414062,-0.09472656,530.0,0
0.50613403,-0.21777344,-0.059570312,-120.0,1
1.9079175,-0.14453125,0.029296875,-110.0,1
1.9079175,-0.0390625,0.01953125,-91.0,1
1.9079175,-0.24414062,-0.09472656,116.0,0
1.9079175,-0.24414062,-0.09472656,193.0,0
1.7287903,-0.11816406,0.055664062,-60.0,1
1.9079175,-0.24414062,-0.09472656,51.0,0
1.9079175,-0.24414062,-0.09472656,176.0,0
1.9079175,-0.24414062,-0.09472656,166.0,0
1.8508606,-0.24414062,-0.09472656,237.0,0
1.1897278,-0.24414062,-0.09472656,153.0,0
1.5608215,-0.24414062,-0.09472656,233.0,0
1.4563293,-0.24414062,-0.09472656,360.0,0
1.3283997,-0.24414062,-0.09472656,340.0,0
1.2746887,-0.24414062,-0.09472656,530.0,0
0.6161957,-0.19921875,-0.055664062,-120.0,1
1.9079175,-0.13183594,0.04296875,-110.0,1
1.9079175,-0.021484375,0.01953125,-91.0,1
1.9079175,-0.24414062,-0.09472656,116.0,0
1.9079175,-0.24414062,-0.09472656,193.0,0
1.7822113,-0.09667969,0.07421875,-60.0,1
1.9079175,-0.24414062,-0.09472656,51.0,0
1.9079175,-0.24414062,-0.09472656,176.0,0
1.9079175,-0.24414062,-0.09472656,166.0,0
1.9079175,-0.24414062,-0.09472656,237.0,0
1.2285004,-0.24414062,-0.09472656,153.0,0
1.6425629,-0.24414062,-0.09472656,233.0,0
1.5214691,-0.24414062,-0.09472656,360.0,0
1.4892426,-0.24414062,-0.09472656,340.0,0
1.5361176,-0.24414062,-0.09472656,530.0,0
0.9810333,-0.18164062,-0.057617188,-120.0,1
1.9079175,-0.115234375,0.051757812,-110.0,1
1.9079175,-0.00390625,0.016601562,-91.0,1
1.9079175,-0.24414062,-0.09472656,116.0,1
1.9079175,-0.24414062,-0.09472656,193.0,0
1.9079175,-0.06933594,0.08496094,-60.0,1
1.9079175,-0.24414062,-0.09472656,51.0,1
1.9079175,-0.24414062,-0.09472656,176.0,0
1.9079175,-0.24414062,-0.09472656,166.0,0
1.9079175,-0.24414062,-0.09472656,237.0,0
1.6509552,-0.24414062,-0.09472656,153.0,0
